timestamp,step,vx,vy,wz,body_height
2026-05-25T20:44:25.303064,32,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:25.402634,33,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:25.502774,34,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:25.602899,35,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:25.703108,36,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:25.803160,37,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:25.903314,38,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:26.003365,39,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:26.103462,40,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:26.203598,41,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:26.303742,42,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:26.552511,43,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:26.652623,44,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:26.752799,45,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:26.852913,46,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:26.953316,47,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:27.053494,48,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:27.153887,49,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:27.253791,50,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:27.354646,51,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:27.454709,52,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:27.554855,53,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:27.655002,54,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:27.842584,55,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:27.943144,56,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:28.043296,57,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:28.143363,58,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:28.243651,59,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:28.343630,60,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:28.443779,61,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:28.544517,62,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:28.645761,63,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:28.746010,64,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:28.845975,65,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:28.946142,66,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:29.162728,67,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:29.262890,68,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:29.363003,69,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:29.463101,70,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:29.564348,71,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:29.664452,72,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:29.764610,73,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:29.864717,74,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:29.964849,75,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:30.065198,76,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:30.165314,77,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:30.314604,78,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:30.414710,79,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:30.515017,80,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:30.616372,81,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:30.715336,82,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:30.815345,83,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:30.915476,84,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:31.253737,85,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:31.352861,86,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:31.453015,87,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:31.555335,88,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:31.653235,89,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:31.753426,90,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:31.853502,91,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:31.953638,92,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:32.053819,93,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:32.154626,94,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:32.255195,95,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:32.354879,96,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:32.455716,97,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:32.724711,98,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:32.824808,99,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:32.930216,100,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:33.029471,101,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:33.129645,102,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:33.229739,103,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:33.329901,104,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:33.430051,105,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:33.530176,106,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:33.630289,107,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:33.730310,108,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:33.942825,109,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:34.042918,110,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:34.143070,111,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:34.243191,112,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:34.343305,113,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:34.444971,114,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:34.545795,115,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:34.645198,116,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:34.745842,117,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:34.846656,118,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:34.946378,119,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:35.046489,120,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:35.146544,121,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:35.412874,122,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:35.512983,123,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:35.613444,124,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:35.713857,125,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:35.814515,126,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:35.914304,127,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:36.014487,128,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:36.114713,129,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:36.214950,130,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:36.315394,131,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:36.415427,132,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:36.516870,133,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:36.616361,134,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:36.883337,135,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:36.983328,136,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:37.083475,137,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:37.185362,138,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:37.285409,139,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:37.385615,140,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:37.485882,141,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:37.585815,142,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:37.685997,143,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:37.788346,144,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:37.888456,145,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:37.988596,146,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:38.088695,147,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:38.212895,148,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:38.333317,149,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:38.433543,150,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:38.533628,151,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:38.633616,152,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:38.733746,153,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:38.833783,154,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:38.933834,155,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:39.033995,156,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:39.134038,157,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:39.234132,158,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:39.334251,159,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:39.449945,160,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:39.553120,161,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:39.653081,162,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:39.753204,163,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:39.853323,164,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:39.953415,165,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:40.053518,166,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:40.153635,167,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:40.253793,168,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:40.354021,169,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:40.454172,170,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:40.554216,171,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:40.763127,172,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:40.863179,173,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:40.963313,174,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:41.063425,175,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:41.163534,176,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:41.263663,177,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:41.363815,178,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:41.463927,179,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:41.564056,180,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:41.773086,181,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:41.873217,182,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:41.973332,183,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:42.073425,184,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:42.173566,185,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:42.273710,186,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:42.373877,187,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:42.474239,188,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:42.574256,189,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:42.783350,190,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:42.885408,191,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:42.985538,192,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:43.085773,193,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:43.185892,194,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:43.285951,195,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:43.653142,196,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:43.653610,197,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:43.753995,198,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:43.945925,199,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:44.044089,200,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:44.143191,201,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:44.244353,202,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:44.344544,203,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:44.444684,204,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:44.544856,205,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:44.645277,206,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:44.745329,207,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:44.846305,208,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:44.945589,209,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:45.223154,210,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:45.323234,211,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:45.426432,212,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:45.526572,213,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:45.626691,214,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:45.726829,215,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:45.826995,216,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:45.927138,217,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:46.027308,218,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:46.233533,219,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:46.333697,220,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:46.433725,221,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:46.533753,222,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:46.633739,223,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:46.733819,224,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:46.834124,225,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:46.934068,226,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:47.034089,227,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:47.134220,228,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:47.234173,229,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:47.513420,230,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:47.613212,231,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:47.713308,232,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:47.813471,233,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:47.913728,234,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:48.013795,235,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:48.114357,236,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:48.214565,237,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:48.314638,238,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:48.414759,239,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:48.515531,240,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:48.615688,241,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:48.875367,242,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:48.975700,243,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:49.076052,244,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:49.175692,245,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:49.275923,246,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:49.375981,247,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:49.476150,248,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:49.576491,249,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:49.676710,250,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:49.780040,251,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:49.883531,252,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:49.983547,253,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:50.084339,254,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:50.184426,255,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:50.284538,256,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:50.384955,257,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:50.485146,258,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:50.585238,259,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:50.685508,260,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:50.785586,261,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:50.885589,262,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:51.103193,263,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:51.203296,264,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:51.303369,265,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:51.404270,266,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:51.504382,267,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:51.604596,268,0.3000,0.0000,0.0000,0.0000
2026-05-25T20:44:51.704740,269,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:51.805345,270,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:51.905462,271,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:52.113217,272,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:52.213280,273,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:52.314656,274,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:52.414814,275,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:52.514962,276,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:52.616713,277,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:52.716830,278,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:52.816952,279,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:52.918523,280,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:53.020209,281,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:53.120352,282,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:53.220479,283,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:53.320633,284,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:53.544157,285,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:53.643546,286,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:53.744304,287,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:53.844398,288,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:53.944748,289,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:54.045478,290,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:54.145824,291,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:54.245850,292,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:54.347381,293,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:54.446050,294,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:54.546198,295,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:54.646342,296,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:54.746440,297,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:54.983362,298,0.0000,0.0000,0.0000,-0.5000
2026-05-25T20:44:55.086290,299,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:55.186452,300,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:55.287189,301,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:55.386727,302,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:55.486891,303,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:55.586990,304,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:55.687116,305,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:55.787228,306,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:55.887332,307,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:55.987463,308,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:56.193308,309,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:56.293350,310,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:56.393465,311,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:56.493600,312,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:56.593781,313,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:56.693895,314,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:56.793988,315,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:56.894189,316,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:56.994236,317,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:57.094340,318,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:57.194740,319,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:57.413229,320,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:57.513328,321,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:57.613433,322,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:57.713577,323,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:57.813708,324,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:57.914027,325,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:58.013966,326,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:58.114145,327,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:58.214262,328,-0.2000,0.0000,0.0000,-0.5000
2026-05-25T20:44:58.353297,329,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:58.455356,330,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:58.555577,331,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:58.655691,332,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:58.755996,333,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:58.856197,334,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:58.956559,335,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:59.153238,336,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:59.254164,337,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:59.354496,338,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:59.454605,339,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:59.554898,340,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:59.655011,341,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:59.755152,342,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:59.858348,343,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:44:59.958434,344,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:45:00.243320,345,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:45:00.343377,346,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:45:00.443456,347,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:45:00.544351,348,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:45:00.643798,349,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:45:00.743913,350,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:45:00.844081,351,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:45:00.944201,352,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:45:01.044334,353,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:45:01.144465,354,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:45:01.244573,355,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:45:01.463387,356,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:45:01.563487,357,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:45:01.665327,358,0.0000,0.0000,0.0000,0.5000
2026-05-25T20:45:01.765446,359,0.3000,0.0000,0.0000,0.0000
